Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Phousannani;543026;IDC;1939;1943;1990;1990;2;2;0;1;0;5;0;M540031;1939;1960;x
Sahiaphan;543027;IDC;1930;1990;1990;1990;3;3;16;0;0;5;0;L540019;1930;1947;x
Sakiwat Phirun;543028;IDC;1939;1990;1990;1990;3;2;0;0;0;5;0;M541037;1939;1960;x
Sasiavong;543029;IDC;1930;1930;1930;1930;0;2;0;0;0;5;0;M540001;1930;1960;x
Sasorith;543030;IDC;1942;1945;1990;1990;2;2;0;1;0;5;0;L540021;1942;1960;x
Savang  Va.;543031;IDC;1930;1930;1930;1990;1;2;1;1;0;5;0;M540011;1930;1960;x
Savang  Vo.;543032;IDC;1939;1943;1990;1990;2;2;128;1;0;5;0;M540037;1939;1960;x
Sihanouk Norodom;543033;IDC;1930;1930;1930;1990;1;2;0;0;0;5;0;M541044;1941;1960;x
Sisowath Monireth;543034;IDC;1930;1940;1990;1990;2;2;1;1;0;5;0;M541046;1930;1960;x 
Sisowath Monivong;543035;IDC;1930;1930;1930;1990;1;2;0;0;0;5;0;L541017;1930;1941;x
Sisowath Watchayavong;543036;IDC;1930;1943;1990;1990;2;2;0;1;0;5;0;M541049;1930;1960;x
Son Sen;543037;IDC;1930;1940;1990;1990;2;5;16;1;0;5;0;M541051;1930;1960;x
Souvanna;543038;IDC;1938;1944;1990;1990;2;2;0;1;0;5;0;M540009;1938;1960;x
Thao Bac Tho;543039;IDC;1945;1990;1990;1990;3;2;0;0;0;5;0;L542032;1945;1960;x
Vinh Loc;543040;IDC;1944;1990;1990;1990;3;2;1;0;0;5;0;L542034;1944;1960;x
Vo Nguyen Giap;543041;IDC;1930;1939;1942;1990;1;9;20;5;0;5;0;L542035;1930;1960;x
Vuong Van Dong;543042;IDC;1945;1990;1990;1990;3;2;256;0;0;5;0;L542036;1945;1960;x
An Nuoc Cao;543043;IDC;1945;1990;1990;1990;3;2;1024;0;0;5;1;L542037;1945;1960;x
Aphay;543044;IDC;1938;1990;1990;1990;3;2;0;0;0;5;1;M540034;1938;1960;x
Ho Tan Quyen;543045;IDC;1941;1946;1990;1990;2;3;1024;1;0;5;1;M542051;1941;1960;x
Hy Weng;543046;IDC;1939;1990;1990;1990;3;2;8192;0;0;5;1;M541041;1939;1960;x
Le Quan;543047;IDC;1938;1944;1990;1990;2;3;8192;1;0;5;1;M542042;1938;1960;x
Nguyen Thanh Tri;543048;IDC;1943;1990;1990;1990;3;2;2048;0;0;5;1;L542043;1943;1960;x
Norodom Sihanouk;543049;IDC;1930;1930;1990;1990;2;2;0;0;0;5;1;M541054;1941;1960;x
Souphanou;543050;IDC;1939;1990;1990;1990;3;2;0;0;0;5;1;M540041;1939;1960;x
Souvanna;543051;IDC;1930;1944;1990;1990;2;2;0;1;0;5;1;M540009;1938;1960;x
Thrang Tun Doc;543052;IDC;1945;1990;1990;1990;3;2;0;0;0;5;1;M542052;1945;1960;x
Boun;543053;IDC;1930;1930;1990;1990;2;2;16384;1;0;5;2;M540010;1930;1960;x
Nguyen Huu Tho;543054;IDC;1930;1930;1990;1990;2;2;4096;0;0;5;2;M542055;1930;1960;x
Norodom Sihanouk;543055;IDC;1930;1930;1990;1990;2;2;32768;0;0;5;2;M541058;1942;1960;x
Sasorith;543056;IDC;1941;1990;1990;1990;3;2;4096;0;0;5;2;L540021;1941;1960;x
