Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Dufieux;24067;FRA;1930;1930;1930;1990;1;3;514;1;0;5;0;L24067;1930;1938;x
Dunoyer de Segonzac;24068;FRA;1938;1990;1990;1990;3;4;1;1;0;3;0;L24068;1938;1960;x
Ely;24069;FRA;1944;1947;1990;1990;3;5;4;2;0;5;0;L24069;1944;1960;x
Fagalde;24070;FRA;1930;1930;1938;1990;1;4;513;2;0;4;0;L24070;1930;1960;x
Falvy;24071;FRA;1938;1939;1990;1990;2;3;1;2;0;4;0;L24071;1938;1960;x
Fayolle;24072;FRA;1930;1930;1930;1990;1;4;514;1;0;5;0;L24072;1930;1939;x
Fournier;24073;FRA;1930;1930;1990;1990;2;4;514;1;0;5;0;L24073;1930;1960;x
Francois  H.N.;24074;FRA;1937;1990;1990;1990;3;4;256;1;0;3;0;L24074;1937;1960;x
Francois  M.J.;24075;FRA;1930;1930;1930;1990;1;3;513;2;0;4;0;L24075;1930;1960;x
Gain;24076;FRA;1930;1990;1990;1990;3;3;576;1;0;4;0;L24076;1930;1960;x
Gamelin;24077;FRA;1930;1930;1930;1990;1;5;514;2;0;5;0;L24077;1930;1960;x
Garbay;24078;FRA;1944;1990;1990;1990;3;7;4;1;0;5;0;L24078;1944;1960;x
Garchery;24079;FRA;1930;1930;1930;1990;1;4;256;3;0;5;0;L24079;1930;1960;x
Gentil;24080;FRA;1942;1990;1990;1990;3;5;16;1;0;4;0;L24080;1942;1944;x
Geoffroy;24081;FRA;1946;1990;1990;1990;3;5;288;1;0;5;0;L24081;1946;1960;x
Georges;24082;FRA;1930;1930;1930;1990;1;5;2;3;0;5;0;L24082;1930;1960;x
Gillier;24083;FRA;1937;1939;1990;1990;2;3;0;2;0;4;0;L24083;1937;1960;x
Giraud;24084;FRA;1930;1939;1942;1990;1;6;16;3;0;5;0;L24084;1930;1960;x
Girot de Langlade;24085;FRA;1944;1990;1990;1990;3;5;128;1;0;5;0;L24085;1944;1960;x
Glück;24086;FRA;1930;1938;1990;1990;2;4;514;1;0;4;0;L24086;1930;1960;x
Goislard de Monsabert;24087;FRA;1941;1943;1944;1945;1;6;36;4;0;4;0;L24087;1941;1960;x
Gonzalez de Linares;24088;FRA;1943;1945;1990;1990;3;5;4;3;0;5;0;L24088;1943;1960;x
Gravier;24089;FRA;1941;1990;1990;1990;3;3;64;1;0;4;0;L24089;1941;1943;x
Grandsard;24090;FRA;1930;1937;1939;1990;1;4;0;3;0;5;0;L24090;1930;1960;x
Guillaume;24091;FRA;1938;1942;1944;1990;1;5;4;3;0;5;0;L24091;1938;1960;x
Hanoteau;24092;FRA;1938;1943;1990;1990;2;4;32;2;0;5;0;L24092;1938;1960;x
Hettier de Boislambert;24093;FRA;1942;1990;1990;1990;3;5;4;1;0;5;0;L24093;1942;1945;x
Hubert;24094;FRA;1930;1930;1938;1990;1;3;0;2;0;3;0;L24094;1930;1960;x
Huntziger;24095;FRA;1930;1930;1930;1990;1;6;3;2;0;2;0;L24095;1930;1960;x
Ihler;24096;FRA;1930;1938;1990;1990;2;4;0;2;0;5;0;L24096;1930;1960;x
Ingold;24097;FRA;1944;1990;1990;1990;3;4;1;1;0;4;0;L24097;1944;1960;x
Jacob;24098;FRA;1945;1990;1990;1990;3;4;4;1;0;5;0;L24098;1945;1960;x
Jeannel;24099;FRA;1930;1939;1990;1990;2;3;2;2;0;4;0;L24099;1930;1960;x
Joussé;24100;FRA;1944;1946;1990;1990;3;4;4;2;0;5;0;L24100;1944;1960;x
Juin;24101;FRA;1938;1940;1941;1942;0;6;132;4;0;5;0;L24101;1938;1960;x
Karcher;24102;FRA;1930;1930;1990;1990;2;5;16;1;0;5;0;L24102;1930;1938;x
Keime;24103;FRA;1939;1990;1990;1990;3;3;1;1;0;4;0;L24103;1939;1960;x
Kieffer;24104;FRA;1930;1990;1990;1990;3;6;256;1;0;5;0;L24104;1930;1938;x
Klopfenstein;24105;FRA;1938;1990;1990;1990;3;3;0;1;0;4;0;L24105;1938;1960;x
Koeltz;24106;FRA;1937;1939;1943;1990;1;5;4;3;0;4;0;L24106;1937;1960;x
Koenig;24107;FRA;1942;1943;1944;1946;1;8;4;4;0;5;0;L24107;1942;1960;x
Le Gentilhomme;24108;FRA;1930;1941;1943;1990;1;7;256;3;0;5;0;L24108;1930;1947;x
Lafont Chabert;24109;FRA;1930;1930;1930;1990;1;4;128;2;0;4;0;L24109;1930;1960;x
Lalande de la Motte;24110;FRA;1946;1990;1990;1990;3;3;4;1;0;4;0;L24110;1946;1960;x
Lamson;24111;FRA;1930;1930;1990;1990;2;3;0;1;0;5;0;L24111;1930;1960;x
Lantenois;24112;FRA;1941;1990;1990;1990;3;5;1;1;0;5;0;L24112;1941;1945;x
Larbaletrier;24113;FRA;1941;1990;1990;1990;3;3;256;1;0;5;0;L24113;1941;1945;x
de Lattre de Tassigny;24114;FRA;1939;1941;1943;1945;1;8;16;4;0;5;0;L24114;1939;1960;x
Laure;24115;FRA;1930;1930;1938;1990;1;4;2;2;0;5;0;L24115;1930;1946;x
Leclerc de Hauteclocque;24116;FRA;1941;1943;1945;1946;2;8;129;4;0;5;0;L24116;1941;1960;x
Lemonnier;24117;FRA;1937;1943;1990;1990;2;4;1;2;0;4;0;L24117;1937;1945;x
Magnan;24118;FRA;1942;1947;1990;1990;3;5;4;2;0;4;0;L24118;1942;1960;x
Martin;24119;FRA;1930;1939;1944;1990;2;5;513;3;0;4;0;L24119;1930;1960;x
Mer;24120;FRA;1938;1990;1990;1990;3;3;0;1;0;5;0;L24120;1938;1960;x
Mirambeau;24121;FRA;1943;1990;1990;1990;3;4;4;1;0;4;0;L24121;1943;1960;x
Monnet;24122;FRA;1942;1945;1990;1990;3;3;64;2;0;4;0;L24122;1942;1960;x
Moyrand;24123;FRA;1930;1930;1990;1990;2;4;576;1;0;4;0;L24123;1930;1960;x
Nogues;24124;FRA;1930;1930;1930;1990;1;4;514;2;0;4;0;L24124;1930;1960;x
Pagezy;24125;FRA;1930;1930;1990;1990;2;3;32;1;0;4;0;L24125;1930;1960;x
Pegur;24126;FRA;1930;1930;1990;1990;2;3;514;1;0;5;0;L24126;1930;1938;x
Pretelat;24127;FRA;1930;1930;1930;1990;1;5;514;2;0;5;0;L24127;1930;1990;x
Priou;24128;FRA;1930;1930;1990;1990;2;5;528;1;0;5;0;L24128;1930;1960;x
Ravanell;24129;FRA;1944;1990;1990;1990;3;5;256;1;0;4;0;L24129;1944;1947;x
Repiton-Preneuf;24130;FRA;1943;1990;1990;1990;3;4;1;1;0;4;0;L24130;1943;1960;x
Réquin;24131;FRA;1930;1930;1930;1990;1;3;2;1;0;4;0;L24131;1930;1939;x
Revers;24132;FRA;1940;1942;1943;1990;1;5;0;3;0;4;0;L24132;1940;1960;x
Rodz;24133;FRA;1941;1990;1990;1990;3;6;256;2;0;5;0;L24133;1941;1960;x
Rondenay;24134;FRA;1930;1930;1990;1990;2;4;528;1;0;2;0;L24134;1930;1960;x
Salan;24135;FRA;1944;1947;1990;1990;3;6;257;2;0;5;0;L24135;1944;1960;x
Sevez;24136;FRA;1930;1930;1990;1990;2;4;0;1;0;3;0;L24136;1930;1948;x
Simon;24137;FRA;1930;1930;1990;1990;2;5;514;1;0;5;0;L24137;1930;1960;x
Soulas;24138;FRA;1943;1990;1990;1990;3;4;256;1;0;5;0;L24138;1943;1960;x
Theodore;24139;FRA;1938;1990;1990;1990;3;5;64;1;0;5;0;L24139;1938;1943;x
Touchon;24140;FRA;1930;1930;1990;1990;2;5;4;1;0;5;0;L24140;1930;1960;x
Touzet du Vigier;24141;FRA;1940;1942;1945;1990;2;5;128;3;0;5;0;L24141;1940;1947;x
Vauthier;24142;FRA;1938;1940;1990;1990;3;3;0;2;0;5;0;L24142;1938;1942;x
Verneau;24143;FRA;1939;1942;1990;1990;2;5;16;2;0;4;0;L24143;1939;1960;x
Weil;24144;FRA;1944;1990;1990;1990;3;5;257;1;0;5;0;L24144;1944;1960;x
Weygand;24145;FRA;1930;1930;1930;1990;1;6;514;3;0;5;0;L24145;1930;1960;x
Abrial;24146;FRA;1930;1939;1940;1990;2;4;4096;3;0;5;1;L24146;1930;1960;x
Auboyneau;24147;FRA;1944;1990;1990;1990;3;5;4096;1;0;5;1;L24147;1944;1960;x
Barois;24148;FRA;1938;1990;1990;1990;3;4;0;1;0;5;1;L24148;1938;1960;x
Collinet;24149;FRA;1940;1942;1990;1990;2;5;0;1;0;5;1;L24149;1940;1960;x
Colmay;24150;FRA;1938;1990;1990;1990;3;4;0;1;0;5;1;L24150;1938;1960;x
Darlan;24151;FRA;1930;1930;1930;1941;1;6;4096;3;0;5;1;L24151;1930;1960;x
d'Estienne d'Orves;24152;FRA;1939;1990;1990;1990;3;3;1024;1;0;5;1;L24152;1939;1941;x
de Geffrier;24153;FRA;1941;1990;1990;1990;3;3;0;1;0;5;1;L24153;1941;1960;x
de Laborde;24154;FRA;1930;1930;1938;1990;1;3;0;1;0;5;1;L24154;1930;1960;x
de la Noë;24155;FRA;1937;1990;1990;1990;3;3;0;1;0;4;1;L24155;1937;1960;x
de la Perrin;24156;FRA;1942;1946;1990;1990;3;5;0;2;0;5;1;L24156;1942;1960;x
Decoux;24157;FRA;1930;1939;1990;1990;2;5;1536;2;0;4;1;L24157;1930;1960;x
Escudier;24158;FRA;1938;1990;1990;1990;3;3;0;1;0;5;1;L24158;1938;1960;x
Esteva;24159;FRA;1930;1930;1940;1990;1;4;1024;2;0;4;1;L24159;1930;1960;x
Gensoul;24160;FRA;1930;1937;1940;1990;2;6;8192;3;0;5;1;L24160;1930;1942;x
Godfroy;24161;FRA;1930;1940;1990;1990;2;3;8704;2;0;5;1;L24161;1930;1943;x
Graziani;24162;FRA;1944;1990;1990;1990;3;5;0;1;0;5;1;L24162;1944;1960;x
Kahn;24163;FRA;1930;1941;1990;1990;2;5;0;2;0;5;1;L24163;1930;1960;x
Labord;24164;FRA;1930;1930;1990;1990;2;3;512;1;0;5;1;L24164;1930;1939;x
Leloup;24165;FRA;1939;1990;1990;1990;3;4;0;1;0;5;1;L24165;1939;1960;x
Levasseur;24166;FRA;1944;1990;1990;1990;3;5;4096;1;0;5;1;L24166;1944;1960;x
Luc;24167;FRA;1930;1939;1990;1990;2;3;0;1;0;5;1;L24167;1930;1960;x
Muselier;24168;FRA;1930;1939;1990;1990;2;5;8192;2;0;4;1;L24168;1930;1960;x
Pequin;24169;FRA;1942;1990;1990;1990;3;3;1024;1;0;5;1;L24169;1942;1960;x
Richard;24170;FRA;1930;1939;1990;1990;2;4;4608;2;0;4;1;L24170;1930;1960;x
Schlumberger;24171;FRA;1942;1990;1990;1990;3;4;8192;1;0;5;1;L24171;1942;1960;x
Stosskopf;24172;FRA;1930;1990;1990;1990;3;5;0;1;0;5;1;L24172;1930;1943;x
Thierry d'Argenlieu;24173;FRA;1942;1944;1946;1990;3;5;0;3;0;4;1;L24173;1942;1960;x
Astier de Vilatte;24174;FRA;1943;1947;1990;1990;3;4;16384;2;0;5;2;L24174;1943;1960;x
Ballet;24175;FRA;1930;1990;1990;1990;3;4;0;1;0;5;2;L24175;1930;1960;x
Baltus;24176;FRA;1937;1990;1990;1990;3;3;0;1;0;5;2;L24176;1937;1960;x
Basset;24177;FRA;1930;1943;1990;1990;2;3;0;2;0;5;2;L24177;1930;1960;x
Bergeret;24178;FRA;1938;1941;1990;1990;2;4;0;2;0;5;2;L24178;1938;1960;x
Bernard;24179;FRA;1944;1990;1990;1990;3;3;0;1;0;4;2;L24179;1944;1960;x
Bissagnet;24180;FRA;1941;1990;1990;1990;3;4;32768;1;0;5;2;L24180;1941;1960;x
Bollier;24181;FRA;1944;1990;1990;1990;3;3;0;1;0;5;2;L24181;1944;1960;x
Bouscat;24182;FRA;1938;1942;1990;1990;2;5;16384;2;0;5;2;L24182;1938;1960;x
Clostermann;24183;FRA;1943;1990;1990;1990;3;3;4096;1;0;5;2;L24183;1943;1960;x
Cochet;24184;FRA;1940;1943;1945;1990;2;5;32768;3;0;5;2;L24184;1940;1960;x
Crozet;24185;FRA;1943;1990;1990;1990;3;3;0;1;0;5;2;L24185;1943;1960;x
d'Arnaud de Vitrolles;24186;FRA;1930;1939;1990;1990;2;5;0;2;0;5;2;L24186;1930;1960;x
d'Astier de la Vigerie;24187;FRA;1938;1942;1943;1990;1;5;16384;4;0;5;2;L24187;1938;1960;x
de Goys de Mezeyrac;24188;FRA;1942;1990;1990;1990;3;3;0;1;0;5;2;L24188;1942;1960;x
de Rancourt;24189;FRA;1939;1942;1990;1990;2;3;0;1;0;5;2;L24189;1939;1960;x
Davout d'Auerstadt;24190;FRA;1943;1990;1990;1990;3;3;0;1;0;5;2;L24190;1943;1960;x
Dumont;24191;FRA;1944;1990;1990;1990;3;5;131072;1;0;5;2;L24191;1944;1990;x
Duseigneur;24192;FRA;1930;1939;1990;1990;2;3;0;2;0;5;2;L24192;1930;1960;x
Fourquet;24193;FRA;1938;1942;1990;1990;2;3;0;2;0;5;2;L24193;1938;1960;x
Furst;24194;FRA;1941;1990;1990;1990;3;3;131072;1;0;5;2;L24194;1941;1960;x
Gary;24195;FRA;1943;1990;1990;1990;3;5;4096;1;0;5;2;L24195;1943;1960;x
Gervais;24196;FRA;1942;1990;1990;1990;3;3;0;1;0;5;2;L24196;1942;1960;x
Hartemann;24197;FRA;1938;1990;1990;1990;3;3;0;1;0;5;2;L24197;1938;1960;x
Jacob;24198;FRA;1930;1990;1990;1990;3;3;16384;1;0;5;2;L24198;1930;1960;x
Jannekeyn;24199;FRA;1930;1939;1942;1990;2;4;0;3;0;5;2;L24199;1930;1960;x
Jauneaud;24200;FRA;1930;1939;1940;1990;2;4;4096;3;0;5;2;L24200;1936;1941;x
Langer;24201;FRA;1943;1990;1990;1990;3;5;4096;1;0;5;2;L24201;1943;1960;x
Lasserre;24202;FRA;1944;1945;1990;1990;2;6;0;2;0;5;2;L24202;1944;1960;x
Laurens;24203;FRA;1930;1937;1990;1990;2;3;0;2;0;5;2;L24203;1930;1960;x
Lecheres;24204;FRA;1943;1945;1946;1990;2;5;16384;3;0;5;2;L24204;1943;1960;x
Luguet;24205;FRA;1943;1944;1990;1990;3;5;0;2;0;5;2;L24205;1943;1960;x
Luizet;24206;FRA;1942;1990;1990;1990;3;5;65536;1;0;5;2;L24206;1942;1960;x
Palewski;24207;FRA;1938;1942;1990;1990;2;4;131072;2;0;5;2;L24207;1938;1960;x
Paskewicz;24208;FRA;1942;1990;1990;1990;3;3;0;1;0;5;2;L24208;1942;1960;x
Pinsard;24209;FRA;1930;1930;1990;1990;2;5;4608;1;0;5;2;L24209;1930;1960;x
Pouliquen;24210;FRA;1945;1990;1990;1990;3;5;0;1;0;5;2;L24210;1945;1960;x
Roques;24211;FRA;1938;1990;1990;1990;3;3;131072;1;0;5;2;L24211;1938;1960;x
Rossi;24212;FRA;1938;1943;1990;1990;2;4;0;2;0;5;2;L24212;1938;1960;x
Rousselot de Saint-Ceran;24213;FRA;1938;1942;1990;1990;2;3;0;2;0;5;2;L24213;1938;1960;x
Roussy de Sales;24214;FRA;1930;1990;1990;1990;3;3;0;1;0;5;2;L24214;1930;1960;x
Royer de Marancour;24215;FRA;1941;1990;1990;1990;3;3;0;1;0;5;2;L24215;1941;1960;x
Savary;24216;FRA;1944;1990;1990;1990;3;5;0;1;0;5;2;L24216;1944;1960;x
Sicard;24217;FRA;1938;1990;1990;1990;3;3;131072;1;0;5;2;L24217;1938;1960;x
Valin;24218;FRA;1930;1930;1943;1990;2;6;4096;3;0;5;2;L24218;1930;1960;x
Vuillemin;24219;FRA;1940;1942;1944;1990;2;5;33280;3;0;5;2;L24219;1940;1960;x
Adeline;24220;FRA;1945;1990;1990;1990;3;4;32;1;0;5;0;L24220;1945;1960;x
Cazaud;24221;FRA;1941;1943;1990;1990;2;6;65;2;0;5;0;L24221;1941;1960;x
Delange;24222;FRA;1944;1990;1990;1990;3;5;5;1;0;5;0;L24222;1944;1960;x
de Bricourt;24223;FRA;1938;1990;1990;1990;3;5;1;1;0;5;0;L24223;1938;1942;x
Mast;24224;FRA;1930;1930;1939;1990;1;5;1;2;0;5;0;L24224;1930;1944;x
Mirkin;24225;FRA;1940;1990;1990;1990;3;6;256;1;0;5;0;L24225;1940;1960;x
Nollet;24226;FRA;1930;1930;1930;1990;1;4;514;1;0;5;0;L24226;1930;1942;x
Cabanier;24227;FRA;1942;1946;1990;1990;2;7;8192;2;0;5;1;L24227;1942;1960;x
Ortoli;24228;FRA;1943;1945;1990;1990;2;5;4096;2;0;5;1;L24228;1943;1960;x
Louveau;24229;FRA;1930;1990;1990;1990;3;3;0;1;0;5;1;L24229;1930;1960;x
Ginas;24230;FRA;1945;1990;1990;1990;3;4;131072;1;0;5;2;L24230;1945;1960;x
