Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Taylor;572031;CAL;1938;1942;1944;1990;1;6;4;2;0;5;0;L572031;1938;1960;x
Tempest;572032;CAL;1930;1990;1990;1990;3;4;256;0;0;5;0;L572032;1930;1943;x
Temple;572033;CAL;1930;1930;1940;1990;1;6;4;1;0;5;0;M572007;1930;1960;x
Testa;572034;CAL;1938;1942;1990;1990;2;6;4;1;0;5;0;L572034;1938;1960;x
Whinnery;572035;CAL;1943;1990;1990;1990;3;4;256;0;0;5;0;L572035;1943;1960;x
Worley;572036;CAL;1930;1930;1940;1990;1;5;1;1;0;5;0;L572036;1930;1960;x
Andrews;572037;CAL;1938;1990;1990;1990;3;6;1024;0;0;5;1;L572037;1938;1960;x
Cullen;572038;CAL;1938;1990;1990;1990;3;4;0;0;0;5;1;L572038;1938;1960;x
Dorman;572039;CAL;1939;1990;1990;1990;3;6;4096;0;0;5;1;M572028;1939;1960;x
Jardine;572040;CAL;1930;1930;1990;1990;2;4;0;1;0;5;1;L572040;1930;1960;x
McCall;572041;CAL;1940;1990;1990;1990;3;5;1024;0;0;5;1;L572041;1940;1960;x
Olmstead;572042;CAL;1930;1990;1990;1990;3;5;4096;0;0;5;1;L572042;1930;1960;x
Reeves;572043;CAL;1930;1930;1930;1930;0;8;512;3;0;5;1;L60458;1930;1944;x
Richardson;572044;CAL;1930;1930;1939;1990;1;6;8192;1;0;5;1;L572044;1930;1960;x
Rollins;572045;CAL;1930;1942;1990;1990;2;4;2048;1;0;5;1;L572045;1930;1960;x
Ward;572046;CAL;1930;1930;1940;1990;1;6;0;1;0;5;1;L572046;1930;1960;x
Adamson;572047;CAL;1930;1930;1990;1990;2;5;8192;0;0;5;2;L572047;1930;1960;x
Alons;572048;CAL;1943;1990;1990;1990;3;5;32768;0;0;5;2;L572048;1943;1960;x
Bath;572049;CAL;1943;1990;1990;1990;3;5;0;0;0;5;2;L572049;1943;1960;x
Cherry;572050;CAL;1930;1990;1990;1990;3;5;4096;0;0;5;2;L572050;1930;1960;x
de Angelis;572051;CAL;1930;1990;1990;1990;3;5;4096;0;0;5;2;L572051;1930;1960;x
Green;572052;CAL;1942;1990;1990;1990;3;4;0;0;0;5;2;L572052;1942;1960;x
Legowik;572053;CAL;1930;1938;1942;1990;1;6;0;2;0;5;2;M572010;1930;1960;x
Rosenfeld;572054;CAL;1940;1990;1990;1990;3;4;0;0;0;5;2;L572054;1940;1960;x
Shoopman;572055;CAL;1939;1941;1990;1990;2;5;4096;1;0;5;2;M572029;1939;1960;x
Tempest;572056;CAL;1930;1990;1990;1990;3;5;65536;0;0;5;2;L572032;1930;1943;x
Tooney;572057;CAL;1939;1990;1990;1990;3;4;16384;0;0;5;2;L572057;1939;1960;x
Whinnery;572058;CAL;1943;1990;1990;1990;3;4;0;0;0;5;2;L572035;1943;1960;x
van Dyke;572059;CAL;1943;1990;1990;1990;3;6;0;0;0;5;2;L572059;1943;1960;x
